tmdb_id,imdb_id,title,genre,director,producers,screenwriters,imdb_rating,imdb_vote_count,running_time_minutes
13683,tt0313680,Tarzan & Jane,"Adventure, Animation, Family","Steve Loter, Victor Cook, Don MacKinnon, Lisa Schaffer",Steve Loter,"Edgar Rice Burroughs, Bill Motz, Bob Roth, Mirith J. Colao, John Behnke, Rob Humphrey, Jim Peterson, Jess Winfield, Dave Bullock, Adam Van Wyk, Tab Murphy, Bob Tzudiker, Noni White, Madellaine Paxson",5.2,8426,75
13685,tt0115734,Bottle Rocket,"Comedy, Crime, Drama",Wes Anderson,"Cynthia Hargrave, Polly Platt","Owen Wilson, Wes Anderson",6.9,88802,91
13686,tt0455584,The Kovak Box,"Mystery, Sci-Fi, Thriller",Daniel Monzón,"Álvaro Augustin, Julio Fernández","Daniel Monzón, Jorge Guerricaechevarría",5.8,4604,102
13687,tt0791309,I Want Candy,Comedy,Stephen Surjik,"Barnaby Thompson, Piers Thompson","Peter Hewitt, Phil Hughes, Jamie Minoprio, Jonathan M. Stern, Piers Thompson, Olivia Glazebrook, Fred Wolf, Jimmy Carr",5.4,7869,87
13688,tt0940709,CJ7,"Adventure, Comedy, Drama","Stephen Chow, Wellson Chin","Stephen Chow, Bo-Chu Chui, Sanping Han","Stephen Chow, Vincent Kok, Kan-Cheung Tsang, Sandy Shaw, Chih-Chiang Fung, Fung Lam",6.4,19009,88
13689,tt0438315,Peaceful Warrior,"Drama, Romance, Sport",Victor Salva,"Mark Amin, Robin Schorr, David Welch, Cami Winikoff","Kevin Bernhardt, Dan Millman",7.2,31710,120
13690,tt1107365,Open Season 2,"Adventure, Animation, Comedy","Matthew O'Callaghan, Todd Wilderman","Kirk Bodyfelt, Matthew O'Callaghan","David I. Stern, John B. Carls, Jill Culton, Steve Moore, Anthony Stacchi",5.5,29542,76
13691,tt0323642,Piglet's Big Movie,"Adventure, Animation, Comedy",Francis Glebas,Michelle Pappalardo-Robinson,"Brian Hohlfeld, A.A. Milne, Ted Henning",6.1,9626,75
13692,tt0470679,August,Drama,Austin Chick,"Charlie Corwin, Josh Hartnett, Elle Key, David Guy Levy",Howard A. Rodman,5.3,4451,88
13693,tt0094965,Dead Solid Perfect,"Drama, Sport",Bobby Roth,Bill Badalato,"Dan Jenkins, Bobby Roth",6.6,685,93
13696,tt0029870,Angels with Dirty Faces,"Crime, Drama, Film-Noir",Michael Curtiz,,"John Wexley, Warren Duff, Rowland Brown, Ben Hecht, Charles MacArthur",7.8,24977,97
13697,tt0101969,Grand Canyon,"Crime, Drama",Lawrence Kasdan,"Michael Grillo, Lawrence Kasdan, Charles Okun","Lawrence Kasdan, Meg Kasdan",6.8,17529,134
13698,tt0091159,Gung Ho,"Comedy, Drama",Ron Howard,"Deborah Blum, Tony Ganz","Edwin Blum, Lowell Ganz, Babaloo Mandel",6.3,15087,111
13699,tt0492460,The Happy Elf,"Adventure, Animation, Family",John Rice,"Natasha Abrahams, William L. Arance, Karen Bailey, Sidney Clifton",Andrew Fishman,5.1,535,45
13700,tt0299172,Home on the Range,"Adventure, Animation, Comedy","Will Finn, John Sanford",Alice Dewey Goldstone,"Will Finn, John Sanford, Michael LaBash, Samuel J. Levine, Mark Kennedy, Robert Lence, Keith Baxter, Mike Kunkel, Jason Lethcoe, Donnie Long, Michael Lucker, John Norton, Brian Pimental, David Moses Pimentel, Ralph Zondag, Davy Liu, Don Hall",5.4,29961,76
13701,tt0110116,Immortal Beloved,"Biography, Drama, Music",Bernard Rose,Bruce Davey,Bernard Rose,7.4,27699,121
13702,tt0365125,A Dirty Shame,Comedy,John Waters,"Ted Hope, Christine Vachon",John Waters,5.1,14269,89
13703,tt0093407,Less Than Zero,"Crime, Drama",Marek Kanievska,"Jon Avnet, Jordan Kerner","Bret Easton Ellis, Harley Peyton",6.4,23813,98
13704,tt0095519,License to Drive,Comedy,Greg Beeman,"John Davis, Andrew Licht, Jeffrey A. Mueller",Neil Tolkin,6.4,24657,88
13705,tt0090840,The Christmas Star,"Drama, Family",Alan Shapiro,"Alan Shapiro, Jeffrey White","Alan Shapiro, Carol Dysinger",6.2,958,94
13706,tt0324572,Winnie the Pooh: A Very Merry Pooh Year,"Animation, Comedy, Drama","Gary Katona, Ed Wexler, Jamie Mitchell","Gary Katona, Ken Kessel, Antran Manoogian, Jamie Mitchell","Brian Hohlfeld, Ted Henning, Karl Geurs, Mark Zaslove, A.A. Milne",6.6,3594,65
13707,tt0007507,The Vagabond,"Comedy, Drama, Romance",Charles Chaplin,,"Charles Chaplin, Vincent Bryan, Maverick Terrell",6.8,3457,24
13708,tt0261759,Imposture,Thriller,Patrick Bouchitey,"Luc Besson, Didier Creste, Pierre-Ange Le Pogam, Joël Leyendecker","Jackie Berroyer, Patrick Bouchitey, Gilles Laurent, Gaëlle Macé, José Ángel Mañas",6.4,221,101
13709,tt1097224,Dans la vie,"Comedy, Drama",Philippe Faucon,"Philippe Faucon, Yasmina Nini-Faucon","Amel Amani, Philippe Faucon, William Karel, Sarah Saada",6.6,208,73
13710,tt1024899,The Merry Widow,"Comedy, Drama, Romance",Isabelle Mergault,Jean-Louis Livi,"Isabelle Mergault, Jean-Pierre Hasson",5.4,1031,93
13711,tt0423814,Hot Acts of Love,"Comedy, Crime, Romance",Philippe de Chauveron,"Thomas Anargyros, Edouard de Vésinne","Philippe de Chauveron, Guy Laurent",4.9,512,93
13712,tt0456070,Incontrôlable,Comedy,Raffy Shart,Abel Nahmias,Raffy Shart,3.2,795,88
13713,tt0477988,Jean-Philippe,"Comedy, Fantasy, Music",Laurent Tuel,"Olivier Delbosc, Marc Missonnier","Laurent Tuel, Christophe Turpin",6.2,2149,90
13715,tt0090670,At Close Range,"Crime, Drama",James Foley,"Don Guest, Elliott Lewitt","Elliott Lewitt, Nicholas Kazan",6.9,20807,116
13718,tt0455933,Dead Man's Cards,"Action, Crime, Drama",James Marquand,"Sigvaldi J. Kárason, James Marquand, Mathew Whyte","James McMartin, James Marquand",5.4,677,110
13721,tt0871867,Half Past Dead 2,"Action, Crime",Art Camacho,Andrew Stevens,"D. Kyle Johnson, Ryan Lay, Don Michael Paul, Andrew Stevens",4.3,2205,92
13722,tt0427528,Mercenary for Justice,"Action, Drama, Thriller",Don E. FauntLeRoy,"Randall Emmett, George Furla","Steven Collins, Joe Halpin, Danny Lerner, Steven Seagal, Les Weldon",4.0,4650,91
13723,tt0926110,Missionary Man,Thriller,Dolph Lundgren,Andrew Stevens,"Dolph Lundgren, Frank Valdez",5.0,2766,93
13726,tt0490234,A Secret,"Drama, War",Claude Miller,Yves Marmion,"Claude Miller, Natalie Carter, Philippe Grimbert",6.8,3440,105
13727,tt0953369,Disco,"Comedy, Music",Fabien Onteniente,"Cyril Colbeau-Justin, Jean-Baptiste Dupont, Fabien Onteniente","Fabien Onteniente, Philippe Guillard, Franck Dubosc, Emanuel Booz, Misty",4.4,1785,103
13728,tt0442207,Locked Out,Comedy,Albert Dupontel,Richard Grandpierre,"Albert Dupontel, Guillaume Laurant",6.2,2350,90
13729,tt1168636,Garage Babes,Comedy,Julien Pelgrand,"Amandine Billot, Alain Chabat, Christine Rouxel",Julien Pelgrand,5.8,80,51
13730,tt0414879,Black Box,"Mystery, Thriller",Richard Berry,Michel Feller,"Eric Assous, Tonino Benacquista, Richard Berry",5.7,1998,88
13731,tt0887975,The Age of Man,"Comedy, Drama",Raphael Fejtö,Yves Marmion,Raphael Fejtö,4.8,361,88
13732,tt0880440,The Red Inn,"Comedy, Crime",Gérard Krawczyk,Christian Fechner,"Christian Clavier, Michel Delgado, Jean Aurenche, Pierre Bost, Claude Autant-Lara",5.9,1581,95
13733,tt0464059,Le Cactus,Comedy,"Gérard Bitton, Michel Munz",Charles Gassot,"Gérard Bitton, Michel Munz",5.3,583,94
13734,tt0887887,Frenchmen 2,"Comedy, Drama, Romance",Marc Esposito,"Marc Esposito, Pierre Javaux",Marc Esposito,5.9,885,115
13735,tt0991350,Hikers in Saint-Tropez,Comedy,Philippe Harel,Adeline Lecallier,"Eric Assous, Sylvie Bourgeois, Philippe Harel",4.6,644,105
13737,tt0996962,Modern Love,"Comedy, Musical, Romance",Stéphane Kazandjian,"Caroline Adrian, Valentine Marvel, Jacques Perrin, Antoine Rein",Stéphane Kazandjian,5.3,359,100
13739,tt0448245,Quatre étoiles,Comedy,Christian Vincent,"Olivier Delbosc, Marc Missonnier","Olivier Dazat, Christian Vincent",5.4,1415,106
13740,tt1139806,The Easy Way,"Biography, Crime, Drama",Jean-Paul Rouve,"Aïssa Djabri, Pauline Duhault, Farid Lahouassa","Benoît Graffin, Jean-Paul Rouve, Albert Spaggiari",5.8,765,100
13741,tt1077097,2 Alone in Paris,Comedy,"Ramzy Bedia, Eric Judor",Alain Attal,"Eric Judor, Ramzy Bedia, Lionel Dutemple, Philippe Lefebvre, Hafid F. Benamar",5.4,2989,94
13742,tt0450843,Satan,"Comedy, Horror, Thriller",Kim Chapiron,"Vincent Cassel, Kim Chapiron, Éric Névé","Christian Chapiron, Kim Chapiron",5.6,9977,95
13745,tt0996983,Perfect Match...,"Comedy, Romance",Anne-Marie Etienne,Christine Gozlan,Anne-Marie Etienne,5.2,149,
13746,tt0412298,Thirty-Five Something,Comedy,Cécile Telerman,Yann Gilbert,"Jérôme Soubeyrand, Cécile Telerman",6.1,1051,105
13747,tt0487504,Crime Insiders,"Crime, Thriller",Frédéric Schoendoerffer,"Éric Névé, Frédéric Schoendoerffer","Yann Brion, Frédéric Schoendoerffer",5.6,1650,107
13748,tt0444519,A Ticket to Space,"Comedy, Sci-Fi",Éric Lartigau,"Cyril Colbeau-Justin, Jean-Baptiste Dupont","Kad Merad, Olivier Baroux, Julien Rappeneau",5.3,1367,90
13749,tt0322999,Ze Film,Comedy,Guy Jacques,"Dominique Esmenard, Pierre-Ange Le Pogam","Constantine Attia, Guy Jacques, Emmanuel List",5.4,300,105
13751,tt0437800,Akeelah and the Bee,"Drama, Family",Doug Atchison,"Laurence Fishburne, Sidney Ganis, Nancy Hult Ganis, Danny Llewelyn",Doug Atchison,7.4,22920,112
13752,tt1029235,Max Manus: Man of War,"Action, Biography, Crime","Joachim Rønning, Espen Sandberg","Sveinung Golimo, John M. Jacobsen",Thomas Nordseth-Tiller,7.3,31631,118
13754,tt0831888,Tekkonkinkreet,"Action, Adventure, Animation",Michael Arias,"Eiichi Kamagata, Eiko Tanaka, Masao Teshima, Ayao Ueda","Taiyô Matsumoto, Anthony Weintraub",7.5,15709,111
13755,tt0290321,A Town Without Christmas,"Drama, Family",Andy Wolk,"Stephanie Gaines, Ken Gross, Michael Mahoney",Michael J. Murray,6.2,926,91
13757,tt0040580,Melody Time,"Animation, Comedy, Family","Clyde Geronimi, Wilfred Jackson, Jack Kinney, Hamilton Luske",,"Winston Hibler, Erdman Penner, Harry Reeves, Homer Brightman, Ken Anderson, Ted Sears, Joe Rinaldi, William Cottrell, Art Scott, Jesse Marsh, Bob Moore, John Walbridge, Hardie Gramatky",6.1,7925,75
13759,tt0100281,The Nutcracker Prince,"Adventure, Animation, Family",Paul Schibli,Kevin Gillis,"E.T.A. Hoffmann, Patricia Watson",6.8,2918,75
13760,tt0136439,The Nutcracker,"Fantasy, Music, Romance",Tony Charmoli,Yanna Kroyt Brandt,Yanna Kroyt Brandt,8.2,629,78
13761,tt0143808,Pocahontas II: Journey to a New World,"Adventure, Animation, Drama","Tom Ellery, Bradley Raymond",,"Allen Estrin, Cindy Marcus, Flip Kobler, Carl Binder, Mike Gabriel, Susannah Grant, Philip LaZebnik",4.8,19404,73
13762,tt0081376,The Private Eyes,"Comedy, Mystery",Lang Elliott,"Wanda Dell, Lang Elliott","Tim Conway, John Myhers",6.5,4011,91
13763,tt0087957,Purple Rain,"Drama, Music, Romance",Albert Magnoli,"Robert Cavallo, Steven Fargnoli, Joseph Ruffalo","Albert Magnoli, William Blinn",6.5,26665,111
13764,tt0089961,Santa Claus: The Movie,"Adventure, Family, Fantasy",Jeannot Szwarc,"Ilya Salkind, Pierre Spengler","David Newman, Leslie Newman",6.3,17393,107
13765,tt0066344,Scrooge,"Drama, Family, Fantasy",Ronald Neame,Robert H. Solo,"Charles Dickens, Leslie Bricusse",7.5,14019,113
13766,tt0091993,SpaceCamp,"Adventure, Family, Sci-Fi",Harry Winer,"Patrick Bailey, Walter Coblenz","Clifford Green, Casey T. Mitchell, Patrick Bailey, Larry B. Williams",5.8,15606,107
13767,tt0452681,The Santa Clause 3: The Escape Clause,"Adventure, Comedy, Family",Michael Lembeck,"Robert F. Newmyer, Brian Reilly, Jeffrey Silver","Ed Decter, John J. Strauss, Leo Benvenuti, Steve Rudnick",4.9,46858,92
13768,tt0283084,Tuck Everlasting,"Drama, Family, Fantasy",Jay Russell,"Marc Abraham, Jane Startz","Natalie Babbitt, Jeffrey Lieber, James V. Hart",6.6,25754,90
13770,tt0075716,Backroads,"Crime, Drama",Phillip Noyce,Phillip Noyce,"Josephine Emery, Phillip Noyce",6.4,277,60
13771,tt0489327,Venus,"Comedy, Drama, Romance",Roger Michell,Kevin Loader,Hanif Kureishi,7.1,13868,95
13773,tt0362480,Pyramid,Documentary,Jonathan Stamp,,"Steve Manuel, Jonathan Stamp",7.2,194,58
13774,tt1054116,The Last Joint Venture,"Comedy, Crime, Drama",Ulrik Imtiaz Rolfsen,Synnøve Hørsdal,"Ingvar Ambjørnsen, Mette M. Bølstad, Thomas Torjussen",6.3,2314,90
13775,tt0434541,Macbeth,"Crime, Drama, Fantasy",Geoffrey Wright,Martin Fabinyi,"Geoffrey Wright, Victoria Hill, William Shakespeare",4.6,2312,109
13776,tt0083833,Diner,"Comedy, Drama",Barry Levinson,Jerry Weintraub,Barry Levinson,7.0,23722,110
13777,tt0172543,He Died with a Felafel in His Hand,"Comedy, Romance",Richard Lowenstein,"Richard Lowenstein, Andrew McPhail, Domenico Procacci","Richard Lowenstein, John Birmingham",7.0,4323,107
13778,tt0325258,Dickie Roberts: Former Child Star,Comedy,Sam Weisman,"Jack Giarraputo, Adam Sandler","Fred Wolf, David Spade",5.6,16440,98
13780,tt1278407,Mercy,"Action, Fantasy, Sci-Fi",Antony Teofilo,Paul Cuoco,Antony Teofilo,,,14
13783,tt0080310,Breaker Morant,"Drama, History, War",Bruce Beresford,Matt Carroll,"Jonathan Hardy, David Stevens, Bruce Beresford, Harold Lander, Kenneth G. Ross, Kit Denton",7.8,15519,107
13784,tt0032258,Black Friday,"Crime, Drama, Film-Noir",Arthur Lubin,,"Curt Siodmak, Eric Taylor, Edmund L. Hartmann",6.3,3339,70
13785,tt0218839,Best in Show,Comedy,Christopher Guest,Karen Murphy,"Christopher Guest, Eugene Levy",7.5,76054,90
13787,tt0144715,Holy Smoke,"Comedy, Drama",Jane Campion,Jan Chapman,"Anna Campion, Jane Campion",5.9,16442,115
13788,tt1139668,The Unborn,"Horror, Mystery, Thriller",David S. Goyer,"Michael Bay, Andrew Form, Brad Fuller",David S. Goyer,4.7,54954,88
13789,tt0347755,Peaches,Drama,Craig Monahan,"Craig Monahan, Don Reynolds",Sue Smith,6.1,540,109
13790,tt0462197,Big Rig,Documentary,Doug Pray,Brad Blondheim,"Brad Blondheim, Doug Pray",6.5,388,96
13791,tt0207524,How to Kill Your Neighbor's Dog,"Comedy, Drama",Michael Kalesniko,"Michael Nozik, Nancy M. Ruff, Brad Weston",Michael Kalesniko,6.8,3735,107
13792,tt0848592,Last Train to Freo,"Drama, Thriller",Jeremy Sims,"Lisa Duff, Greg Duffy, Sue Taylor",Reg Cribb,6.5,931,89
13793,tt1037218,Flashbacks of a Fool,Drama,Baillie Walsh,"Lene Bausager, Damon Bryant, Claus Clausen, Genevieve Hofmeyr",Baillie Walsh,6.8,13382,113
13794,tt0109049,Africa: The Serengeti,"Documentary, Short",George Casey,"George Casey, Paul Novros","George Casey, Mose Richards",7.3,738,39
13795,tt0130445,Alaska: Spirit of the Wild,"Documentary, Short",George Casey,"George Casey, Paul Novros",Mose Richards,7.0,608,41
13796,tt0140803,Amazon,"Documentary, Short",Kieth Merrill,"Kieth Merrill, Jonathan Stern","Kieth Merrill, Loren McIntyre",6.8,355,38
13797,tt1104835,Feast II: Sloppy Seconds,"Action, Comedy, Horror",John Gulager,Michael Leahy,"Patrick Melton, Marcus Dunstan",5.0,9251,100
13798,tt0071448,Dunderklumpen!,"Adventure, Animation, Family",Per Åhlin,,Beppe Wolgers,6.9,1990,97
13799,tt0115952,Cosmic Voyage,"Documentary, Short",Bayley Silleck,"Jeffrey Marvin, Bayley Silleck","Bayley Silleck, Michael Miner, Kees Boeke",7.5,825,36
13802,tt0376543,Colour Me Kubrick,"Comedy, Drama",Brian W. Cook,"Brian W. Cook, Michael Fitzgerald",Anthony Frewin,6.1,7151,86
13803,tt0476958,Amusement,"Crime, Horror, Mystery",John Simpson,"Neal Edelstein, Mike Macari",Jake Wade Wall,4.9,12919,85
13804,tt1013752,Fast & Furious,"Action, Thriller",Justin Lin,"Vin Diesel, Michael Fottrell, Neal H. Moritz","Chris Morgan, Gary Scott Thompson",6.5,338321,107
13805,tt1213644,Disaster Movie,"Comedy, Sci-Fi","Jason Friedberg, Aaron Seltzer","Jason Friedberg, Peter Safran, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",1.9,98260,87
13807,tt0796212,Exiled,"Action, Crime, Drama",Johnnie To,Johnnie To,"Kam-Yuen Szeto, Tin-Shing Yip",7.2,10390,110
13808,tt0494277,Strictly Sexual,"Comedy, Drama, Romance",Joel Viertel,"Shravan Kambam, David Kohner Zuckerman, Joel Viertel",Stevie Long,6.2,5675,100
13809,tt1032755,RocknRolla,"Action, Crime, Thriller",Guy Ritchie,"Steve Clark-Hall, Susan Downey, Guy Ritchie, Joel Silver",Guy Ritchie,7.2,276160,114
13811,tt0448011,Knowing,"Mystery, Sci-Fi, Thriller",Alex Proyas,"Todd Black, Jason Blumenthal, Alex Proyas, Steve Tisch","Ryne Douglas Pearson, Juliet Snowden, Stiles White",6.2,263251,121
13812,tt1082868,Quarantine,"Horror, Sci-Fi, Thriller",John Erick Dowdle,"Sergio Aguero, Doug Davison, Roy Lee","John Erick Dowdle, Drew Dowdle, Jaume Balagueró, Luiso Berdejo, Paco Plaza",6.0,84238,89
13813,tt1034303,Defiance,"Action, Drama, History",Edward Zwick,"Pieter Jan Brugge, Edward Zwick","Clayton Frohman, Edward Zwick, Nechama Tec",7.1,161494,137
13815,tt0109842,Fresh,"Crime, Drama, Thriller",Boaz Yakin,"Lawrence Bender, Randy Ostrow",Boaz Yakin,7.5,16339,114
13816,tt0417225,Idlewild,"Crime, Drama, Musical",Bryan Barber,"Robert Guralnick, Charles Roven",Bryan Barber,6.2,6046,121
13817,tt0138487,Head On,"Drama, Romance",Ana Kokkinos,Jane Scott,"Andrew Bovell, Ana Kokkinos, Mira Robertson, Christos Tsiolkas",6.5,4778,104
13818,tt0091188,Heartburn,"Comedy, Drama",Mike Nichols,"Robert Greenhut, Mike Nichols",Nora Ephron,6.1,14185,108
13819,tt0298408,Laurel Canyon,Drama,Lisa Cholodenko,"Jeffrey Kusama-Hinte, Susan A. Stover",Lisa Cholodenko,6.4,18132,103
13820,tt0087995,Repo Man,"Comedy, Crime, Sci-Fi",Alex Cox,"Pater McCarthy, Jonathan Wacks",Alex Cox,6.8,45873,92
13821,tt0139898,The Boys,"Crime, Drama",Rowan Woods,"Robert Connolly, John Maynard","Stephen Sewell, Gordon Graham",6.9,1922,86
13822,tt0351576,The Postcard Bandit,"Crime, Drama",Tony Tilse,Matt Carroll,"Peter Gawler, Derek Pedley",6.5,306,106
13823,tt0105159,The Power of One,"Drama, Sport",John G. Avildsen,Arnon Milchan,"Bryce Courtenay, Robert Mark Kamen",7.1,11482,127
13824,tt0167427,Superstar,"Comedy, Romance",Bruce McCulloch,Lorne Michaels,"Molly Shannon, Steve Koren",5.3,21669,81
13825,tt0464041,The Lazarus Project,"Drama, Mystery, Thriller",John Glenn,"David Hoberman, Todd Lieberman, Matt Milich, Travis Wright","John Glenn, Evan Astrowsky",6.0,20443,100
13826,tt0810924,Knife Edge,"Horror, Thriller",Anthony Hickox,"Fiona Combe, Pippa Cross, Janette Day","Fiona Combe, Anthony Hickox, Robb Squire",4.5,1193,90
13827,tt0976247,"Surfer, Dude",Comedy,S.R. Bindler,"Gus Gustawes, Mark Gustawes, Matthew McConaughey","S.R. Bindler, Mark Gustawes, George R. Mays, Cory Van Dyke",4.6,9537,85
13828,tt1043877,X-Cross,"Action, Adventure, Comedy",Kenta Fukasaku,"Kentarô Koike, Masatake Kondô, Shinzô Matsuhashi","Nobuyuki Jôkô, Tetsuya Oishi",5.8,752,90
13830,tt0281190,Shottas,"Action, Crime, Drama",Cess Silvera,Cess Silvera,Cess Silvera,6.1,5237,95
13834,tt0384699,Missing in America,"Drama, War",Gabrielle Savage Dockterman,"Isen Robbins, Gabrielle Savage Dockterman, Aimee Schoof","Ken Miller, Gabrielle Savage Dockterman, Nancy L. Babine",6.5,1720,102
13835,tt0983909,Real Time,"Comedy, Drama",Randall Cole,"Paula Devonshire, Ari Lantos, Julia Rosenberg",Randall Cole,6.6,2693,90
13836,tt1075417,Race to Witch Mountain,"Action, Adventure, Family",Andy Fickman,Andrew Gunn,"Matt Lopez, Mark Bomback, Alexander Key",5.7,66615,98
13841,tt0091817,Rad,"Drama, Sport",Hal Needham,Robert L. Levy,"Sam Bernard, Geoffrey Edwards",6.7,7964,93
13842,tt0477392,Broken Bridges,"Drama, Music",Steven Goldmann,"Leslie Belzberg, Sara Risher, Donald Zuckerman","Cherie Bennett, Jeff Gottesfeld",6.0,1978,105
13847,tt0019630,Alibi,"Action, Crime, Romance",Roland West,Roland West,"Roland West, C. Gardner Sullivan, John Griffith Wray, Elaine S. Carrington, J.C. Nugent",5.6,1123,91
13848,tt0758786,Stuck,"Comedy, Crime, Drama",Stuart Gordon,"Jay Firestone, Ken Gord, Stuart Gordon, Robert Katz","John Strysik, Stuart Gordon",6.4,10845,85
13849,tt0465430,The Cottage,"Comedy, Crime, Horror",Paul Andrew Williams,"Ken Marshall, Martin Pope",Paul Andrew Williams,6.1,13832,92
13850,tt0038969,Song of the South,"Animation, Comedy, Family","Harve Foster, Wilfred Jackson",,"Dalton S. Reymond, Morton Grant, Maurice Rapf, Joel Chandler Harris, Bill Peet, Ralph Wright, Vernon Stallings",6.9,15303,94
13851,tt1117563,Batman: Gotham Knight,"Action, Animation, Crime","Yasuhiro Aoki, Futoshi Higashide, Toshiyuki Kubooka, Hiroshi Morioka, Jong-Sik Nam, Shōjirō Nishimi, Yoshiaki Kawajiri, Yūichirō Hayashi","Toshiyuki Hiruma, Mitsuhisa Ishikawa, Jungo Maruta, Masao Maruyama","Bob Kane, Jordan Goldberg, Josh Olson, Greg Rucka, David S. Goyer, Brian Azzarello, Alan Burnett, Nathan Crowley, Bill Finger, Frank Robbins",6.6,32030,75
13852,tt0118826,The Castle,"Comedy, Drama",Rob Sitch,Debra Herman,"Santo Cilauro, Tom Gleisner, Jane Kennedy, Rob Sitch",7.7,19010,85
13853,tt0090848,The Clan of the Cave Bear,"Adventure, Drama, Fantasy",Michael Chapman,Gerald I. Isenberg,"Jean M. Auel, John Sayles, Clair Noto",5.4,7514,98
13855,tt1190539,The Chaser,"Action, Crime, Drama",Na Hong-jin,"Yoon In-beom, Su-jin Kim","Na Hong-jin, Shinho Lee, Hong Won-chan",7.8,81771,125
13856,tt0479162,Special,"Comedy, Drama, Sci-Fi","Hal Haberman, Jeremy Passmore","Frank Mele, Edward Parks","Hal Haberman, Jeremy Passmore",6.7,6043,81
13861,tt0032993,Road to Singapore,"Comedy, Musical, Romance",Victor Schertzinger,Harlan Thompson,"Don Hartman, Frank Butler, Harry Hervey, Barney Dean, Ray Golden, Sid Kuller",6.6,4300,85
13885,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,"Drama, Horror, Musical",Tim Burton,"John Logan, Laurie MacDonald, Walter F. Parkes, Richard D. Zanuck","John Logan, Hugh Wheeler, Christopher Bond",7.3,408149,116
13888,tt0102782,Return to the Blue Lagoon,"Adventure, Drama, Romance",William A. Graham,William A. Graham,"Henry De Vere Stacpoole, Leslie Stevens",5.2,23457,102
