tmdb_id,imdb_id,title,status,budget_amount,budget_currency,revenue_amount,revenue_currency,producers,mpaa_rating
16988,tt0770810,How She Move,ok,,,,,Colin Brunton,
16989,tt0459883,Heartlift,ok,,,74290,United States dollar,"Galeshka Moravioff, Fernando Sokolowicz",
16990,tt0270933,Escaflowne: The Movie,ok,,,,,Masahiko Minami,
16992,tt0118760,The Boxer,ok,,,,,"Arthur Lappin, Jim Sheridan",
16993,tt0068575,Fat City,ok,,,,,"Ray Stark, John Huston",PG
16994,tt1087851,Grown Ups,ok,,,,,Christie Molia,
16997,tt1013651,The Man Who Came Back,ok,,,,,,
16998,tt0428856,The Moustache,ok,,,,,,
16999,tt1135493,Fire and Ice: The Dragon Chronicles,ok,3000000,United States dollar,,,,
17000,tt0391872,Coldplay: Live 2003,ok,,,,,,
17001,tt0331175,Any Way the Wind Blows,ok,,,,,,
17002,tt1064964,Leur morale… et la nôtre,ok,,,,,,
17003,tt0990413,Sugar,ok,,,,,"Paul Mezey, Jeremy Kipp Walker",
17004,tt1122761,Ba'al,ok,,,,,,
17005,tt1249294,Bitten,ok,,,,,,
17007,tt0272018,Call Me Claus,ok,,,,,,
17008,tt1148770,Die Geschichte vom Brandner Kaspar,ok,,,,,,
17009,tt0099878,Jetsons: The Movie,ok,,,,,"William Hanna, Joseph Barbera",
17010,tt0385751,The Ketchup Effect,ok,,,,,,
17011,tt1510275,Mini Punjab,ok,,,,,,
17012,tt1185589,Café de los maestros,ok,,,,,Lita Stantic,
17013,tt0826218,Perfect Future,ok,,,,,,
17017,tt1236438,La leyenda,ok,,,,,,
17019,tt0977645,The Camera Obscura,ok,,,,,,
17021,tt0372122,Adam & Steve,ok,,,,,,
17023,tt0854117,Billy Joel: Live from the River of Dreams,ok,,,,,,
17024,tt0411883,Slutty Summer,ok,,,,,Casper Andreas,
17025,tt0810951,Look,ok,,,,,Barry Schuler,
17027,tt0880648,Shuttle,ok,,,,,,
17028,tt0795376,Eating Out 2: Sloppy Seconds,ok,,,,,"Jeffrey Schwarz, Q. Allan Brocka",
17029,tt0906773,Player 5150,ok,,,,,,
17030,tt0028096,The Petrified Forest,ok,,,,,Hal B. Wallis,
17031,tt0825245,Dragonlance: Dragons of Autumn Twilight,ok,,,,,,
17035,tt0405163,The Amateurs,ok,,,,,Aaron Ryder,
17037,tt0155753,I'll Be Home for Christmas,ok,,,,,"Tracey Trench, David Hoberman",
17038,tt0974583,Lake Placid 2,ok,,,,,,
17040,tt0968765,Turok: Son of Stone,ok,,,,,,
17041,tt1083858,Sold Out: A Threevening with Kevin Smith,ok,,,,,,
17044,tt0119494,The Land Girls,ok,,,,,Ruth Jackson,
17046,tt0382301,Skellig,ok,,,,,,
17053,tt1230538,Homeworld,ok,,,,,,
17057,tt0042593,In a Lonely Place,ok,,,,,Robert Lord,
17058,tt0038057,Scarlet Street,ok,1202007,United States dollar,,,"Walter Wanger, Fritz Lang",
17059,tt1372681,Aa Dekhen Zara,ok,,,,,Viki Rajani,
17073,tt1058058,American Swing,ok,,,,,,
17075,tt0971162,Owl and the Sparrow,ok,,,,,"Timothy Linh Bui, Trần Hàm",
17077,tt0961066,Everlasting Moments,ok,,,,,Thomas Stenderup,
17078,tt0191043,The Color of Paradise,ok,,,,,,
17080,tt0451160,Pistvakt,ok,,,,,,
17081,tt0929858,Final Approach,ok,,,,,,
17082,tt1194624,The Sniper,ok,,,,,,
17083,tt1272015,Gletscherblut,ok,,,,,Uli Aselmann,
17084,tt0819381,The Reality of Bob Burnquist,ok,,,,,,
17086,tt0419641,Chromophobia,ok,,,,,Tarak Ben Ammar,
17088,tt0396483,Banned from Television,ok,,,,,,
17090,tt0831279,The Casino Job,ok,,,,,,
17091,tt0058926,Docking the Boat,ok,,,,,,
17094,tt0996982,The Tour,ok,,,,,"Tihomir Stanić, Svetozar Cvetković, Sanja Vejnović",
17097,tt0465375,After Sex,ok,,,,,"Eric Amadio, Emilio Diez Barroso",
17099,tt0068650,Hanzo the Razor: Sword of Justice,ok,,,,,Shintarō Katsu,
17100,tt0120380,Trucks,ok,,,,,Robert Simonds,
17101,tt1148261,Bleach the Movie: The DiamondDust Rebellion,ok,,,,,"Shunji Aoki, Ken Hagino, Mikihiko Fukazawa",
17102,tt0059127,Dracula: Prince of Darkness,ok,,,,,Anthony Nelson Keys,
17106,tt0795439,Numb,ok,,,,,Kirk Shaw,
17108,tt0848538,Kung Fu Dunk,ok,,,,,"Albert Lee, Zhao Xiaoding",
17109,tt0391138,Rush: Exit... Stage Left,ok,,,,,,
17110,tt0317042,One Point O,ok,,,,,Chris Sievernich,
17111,tt0440803,Shutter,ok,,,,,,
17112,tt1438502,Rush: Chronicles,ok,,,,,,
17114,tt0391450,Rush: A Show of Hands,ok,,,,,,
17118,tt0497527,Rush: R30,ok,,,,,,
17119,tt0477434,Rush: Grace Under Pressure Tour,ok,,,,,,
17120,tt0068285,Bless This House,ok,,,,,Peter Rogers,
17122,tt0196221,Y2K,ok,,,,,,
17124,tt0448179,Wild Things: Diamonds in the Rough,ok,,,,,,
17126,tt0096037,Satisfaction,ok,,,,,Robert Alden,
17128,tt0174707,Hanzo the Razor: The Snare,ok,,,,,,
17129,tt0174708,Hanzo the Razor: Who's Got the Gold?,ok,,,,,,
17131,tt0034798,The Glass Key,ok,,,,,Fred Kohlmar,
17132,tt0084633,Savannah Smiles,ok,,,,,,
17133,tt0119305,Homegrown,ok,,,,,Jason Clark,
17135,tt0117238,Omega Doom,ok,,,,,,
17136,tt0037469,The Woman in the Window,ok,,,,,Nunnally Johnson,
17137,tt0384683,What We Do Is Secret,ok,,,,,"Todd Traina, Kevin Mann",
17138,tt0479219,The 8th Plague,ok,,,,,,
17139,tt0119448,Character,ok,,,,,,
17140,tt0118652,The Attic Expeditions,ok,,,,,,
17141,tt0780485,Blood Car,ok,,,,,,
17142,tt0478154,Freebird,ok,,,,,,
17143,tt1043635,Fast Track: No Limits,ok,,,,,,
17144,tt1042497,Exit Speed,ok,,,,,,
17152,tt1039949,Cactus,ok,,,160934,Australian dollar,,
17153,tt0790590,Botched,ok,,,,,Terence Ryan,
17154,tt1077236,Black Ribbon,ok,,,,,,
17155,tt0831275,Bigga Than Ben,ok,,,,,,
17156,tt1009012,The Anna Nicole Smith Story,ok,,,,,,
17157,tt1032746,Ace of Hearts,ok,,,,,,
17158,tt0869152,They Wait,ok,,,,,Uwe Boll,
17159,tt0092948,Eddie Murphy Raw,ok,,,,,"Eddie Murphy, Keenen Ivory Wayans",
17164,tt1500815,Jag Jeondeyan De Mele,ok,,,,,,
17165,tt1339302,Bleach the Movie: Fade to Black,ok,,,,,"Shunji Aoki, Ken Hagino, Mikihiko Fukazawa",
17166,tt1103984,Insanitarium,ok,,,,,Mason Novick,
17167,tt0765462,Juncture,ok,,,,,,
17168,tt0108311,The Temp,ok,,,,,,
17172,tt0096022,Swedes at Sea,ok,,,,,"Bo Jonsson, Christer Abrahamsen",
17173,tt0470132,Kibakichi,ok,,,,,,
17174,tt0978670,The Neighbor,ok,,,,,,
17175,tt0876233,The Last Word,ok,,,,,,
17179,tt0448166,Two Weeks,ok,2400000,United States dollar,,,,
17180,tt0310149,The Princess Blade,ok,,,,,,
17181,tt0893356,Nanking,ok,,,,,Ted Leonsis,
17185,tt0055728,Advise & Consent,ok,,,,,Otto Preminger,
17187,tt0283530,The Emperor's Club,ok,,,,,Marc Abraham,
17189,tt0107061,Battle Angel,ok,,,,,,
17191,tt0488408,Life Before Birth,ok,,,,,,
17193,tt0456521,"My Daughter, My Angel",ok,,,,,,
17195,tt0964989,The Cell Phone Revolution,ok,,,,,,
17196,tt0099432,Ding et Dong : Le film,ok,,,,,"Suzanne Dussault, Roger Frappier, Pierre Gendron",
17198,tt0165874,The Mating Habits of the Earthbound Human,ok,,,,,,
17199,tt0260193,The Left-Hand Side of the Fridge,ok,,,,,Luc Déry,
17200,tt0074621,Helter Skelter,ok,,,,,,
17203,tt0212380,Blow Dry,ok,,,,,,
17204,tt0117293,Paradise Lost: The Child Murders at Robin Hood Hills,ok,,,,,,
17205,tt0082332,Enter the Ninja,ok,,,,,"Yoram Globus, Menahem Golan",
17208,tt0239894,Paradise Lost 2: Revelations,ok,,,,,,
17209,tt0363276,Madhouse,ok,,,,,Gary Lucchesi,
17210,tt1363109,National Geographic: Journey to the Edge of the Universe,ok,,,,,,
17212,tt0078067,Patrick,ok,400000,United States dollar,,,"Antony I. Ginnane, Richard Franklin",
17213,tt0379298,Gaz Bar Blues,ok,,,,,Lorraine Dufour,
17214,tt0477311,To Let,ok,,,,,,
17216,tt0357182,Rx,ok,,,,,,
17217,tt1130841,The Agony of People,ok,,,,,,
17218,tt0041859,The Set-Up,ok,,,,,Richard Goldstone,
17221,tt0043132,Where the Sidewalk Ends,ok,,,,,Otto Preminger,
17223,tt0867205,Two Tigers,ok,,,,,,
17227,tt0418758,Jacquou the Rebel,ok,,,,,,
17228,tt0871509,Masked Mobsters,ok,,,,,,
17230,tt0206409,Wham! in China: Foreign Skies,ok,,,,,,
17234,tt1179773,Summer Days with Coo,ok,,,,,"Yoshihiro Iwasaki, Yutaka Sugiyama",
17236,tt0364745,Whirlygirl,ok,,,,,Jim Wilson,
17237,tt0460873,The Moon and the Stars,ok,,,,,,
17238,tt0092637,The Belly of an Architect,ok,,,,,,
17240,tt1230206,Slaughter,ok,,,,,Courtney Solomon,
17241,tt1132288,The Tenth Circle,ok,,,,,,
17242,tt0482613,The Third Nail,ok,,,,,Huntley Ritter,
17243,tt1388779,Lee Evans: Big,ok,,,,,,
17244,tt0207332,Behind the Planet of the Apes,ok,,,,,,
17245,tt0473514,Mulberry Street,ok,,,,,,
17247,tt0387055,Battle in Heaven,ok,,,,,"Susanne Marian, Philippe Bober, Jaime Romandía, Carlos Reygadas",
17251,tt0910993,Beyond The Ring,ok,,,,,,
17263,tt0133985,A Murder of Crows,ok,,,,,"Elie Samaha, Cuba Gooding Jr., Ashok Amritraj",
17271,tt0365852,Tooth,ok,,,,,,
17272,tt0303621,Ali G: Bling Bling,ok,,,,,Dan Mazer,
17274,tt0825225,American Pastime,ok,,,,,Tom Gorai,
17275,tt0450238,The All Together,ok,,,,,,
17276,tt0065525,Carry On Up the Jungle,ok,,,,,Peter Rogers,
17277,tt0058085,The Fall of the Roman Empire,ok,19000000,United States dollar,4750000,United States dollar,Samuel Bronston,
17278,tt0061931,Mad Monster Party?,ok,,,,,Joseph E. Levine,
17282,tt0093820,Rage of Honor,ok,,,,,,
17283,tt0104374,The Undeclared War,ok,,,,,,
17285,tt0913401,Kill Buljo,ok,,,,,Terje Strømstad,
17286,tt1043839,Kiss Me Deadly,ok,,,,,,
17287,tt0462485,Poultrygeist: Night of the Chicken Dead,ok,,,,,"Pat Swinney Kaufman, Michael Herz, Lloyd Kaufman",
17288,tt1355207,Rampage,ok,,,,,Mehmet Karahafız,
17295,tt0058946,The Battle of Algiers,ok,806735,United States dollar,962002,United States dollar,Antonio Musu,
17300,tt0095158,The Firm,ok,,,,,David M. Thompson,
17302,tt0804228,The Art of Football from A to Z,ok,,,,,,
17303,tt0970529,The Devil Dared Me To,ok,,,,,Matt Heath,
17305,tt1000070,Billy & Mandy's Big Boogey Adventure,ok,,,,,,
17306,tt0840304,Ice Spiders,ok,,,,,,
17309,tt0361625,Flavors,ok,,,,,,
17314,tt1014801,Pistol Whipped,ok,10000000,United States dollar,,,Steven Seagal,
17317,tt0910934,Urban Justice,ok,,,,,Steven Seagal,
17318,tt0870209,Underground,ok,,,,,,
17319,tt0497477,Wrestlemaniac,ok,,,,,,
17322,tt0127043,Riders in the Sky,ok,,,,,,
17323,tt1000091,Didine,ok,,,,,,
17326,tt0486554,Big Dreams Little Tokyo,ok,,,,,,
17330,tt1159502,The Black Swindler,ok,,,,,,
17331,tt1169168,Suck My Geek!,ok,,,,,,
17336,tt1082601,Fighting,ok,,,,,Kevin Misher,
17337,tt0167247,The Land Before Time VI: The Secret of Saurus Rock,ok,,,,,Charles Grosvenor,
17342,tt1032941,Night Train,ok,,,,,,
17343,tt0066380,Vampyros Lesbos,ok,,,,,Artur Brauner,
17345,tt0425027,Flywheel,ok,,,,,Alex Kendrick,
17346,tt0073076,Grey Gardens,ok,,,,,David Maysles,
17350,tt0412535,The Brice Man,ok,,,,,Éric and Nicolas Altmayer,
17352,tt0052225,South Pacific,ok,,,,,Buddy Adler,
17354,tt0391564,Acústico MTV: Zeca Pagodinho,ok,,,,,,
17355,tt0287625,The Inheritance,ok,,,,,,
17356,tt0472522,Evanescence: Anywhere But Home,ok,,,,,,
17358,tt1092016,My Name Ain't Johnny,ok,,,,,,
17359,tt0296108,News from a Personal War,ok,,,,,,
17362,tt0097790,Loverboy,ok,8500000,United States dollar,,,"Gary Foster, Leslie Dixon",PG-13
17364,tt0406265,Their Eyes Were Watching God,ok,,,,,,
17365,tt0071970,The Parallax View,ok,,,,,Alan J. Pakula,R
17366,tt0935030,24 Bars,ok,,,,,"Wassim Béji, Nathanaël Karmitz, Lyse Lafontaine",
17367,tt0475224,Belle Toujours,ok,,,,,Miguel Cadilhe,
17375,tt0469966,Rolling,ok,,,,,,
17376,tt0814659,Anna M.,ok,,,,,Patrick Sobelman,
17382,tt0034277,They Died with Their Boots On,ok,1358000,United States dollar,,,"Robert Fellows, Hal B. Wallis",
17388,tt0450450,The Italian,ok,,,,,,
17398,tt1447506,Kylie Minogue: Showgirl - The Greatest Hits Tour,ok,,,,,,
17399,tt1423476,Zappa Plays Zappa,ok,,,,,,
17400,tt1289777,Avril Lavigne: The Best Damn Tour - Live in Toronto,ok,,,,,,
17401,tt0146496,"Blue Water, White Death",ok,,,,,,
17402,tt0113808,Miami Rhapsody,ok,,,5221281,United States dollar,Jon Avnet,
17403,tt0319524,How to Deal,ok,,,,,Ericka Huggins.,
17407,tt1324050,The one I love,ok,,,,,,
17408,tt1109478,Humans,ok,,,,,,
17409,tt0042531,The Gunfighter,ok,,,,,Nunnally Johnson,
17413,tt1315883,Incognito,ok,,,,,,
17414,tt0116151,Dunston Checks In,ok,,,,,Joe Wizan,
17415,tt1994585,The Wiggles: Go Bananas,ok,,,,,,
17417,tt1308736,Hallelujah!,ok,,,,,Luc Besson,
17418,tt1388912,Romaine 30° Below,ok,,,,,"Nicolas Blanc, Roger Frappier, Luc Vandal",
17421,tt0093066,G.I. Joe: The Movie,ok,,,,,,
17422,tt0794374,Summer Palace,ok,,,,,,
17428,tt1185235,The Collective,ok,,,,,,
17430,tt0104788,The Fencing Master,ok,,,,,,
17432,tt1065099,My Friend Ganesha,ok,,,,,,
17433,tt0185708,Street Fighter Alpha: The Movie,ok,,,,,Kaoru Mfaume,
17435,tt0085482,El Norte,ok,800000,United States dollar,,,Anna Thomas,
17439,tt0469897,Diggers,ok,,,,,"David Wain, Mark Cuban, Todd Wagner",
17445,tt1384590,Green Lantern: First Flight,ok,,,,,"Sam Register, Bruce Timm, Alan Burnett",
17447,tt0113464,Jeffrey,ok,,,,,Paul Rudnick,
17452,tt0363908,Pride,ok,,,,,,
17455,tt0337636,Hellraiser: Deader,ok,,,,,"Rob Schmidt, Stan Winston",
17457,tt0351887,The Twins Effect,ok,,,28423960,United States dollar,,
17460,tt0792966,Blame It on Fidel!,ok,,,,,Sylvie Pialat,
17465,tt0092272,Youngblood,ok,8000000,United States dollar,15000000,United States dollar,Peter Bart,
17467,tt0102293,Riki-Oh: The Story of Ricky,ok,,,,,,R
17469,tt0871020,The Cradle,ok,,,,,,
17470,tt0756618,Arc,ok,,,,,,
17478,tt0422091,Dhoom,ok,,,,,Aditya Chopra,
17479,tt1034427,Alexandra,ok,,,,,Andrey Sigle,
17480,tt1346516,"That's It, That's All",ok,,,,,,
17481,tt0031022,The Adventures of Sherlock Holmes,ok,,,,,Darryl F. Zanuck,
17482,tt0433360,Dark Remains,ok,,,,,,
17485,tt1395034,Craig Ferguson: A Wee Bit o' Revolution,ok,,,,,Michelle Caputo,
17486,tt1381112,Sister Smile,ok,,,,,,
17487,tt0039204,Body and Soul,ok,,,,,,
17495,tt0758799,Whatever Lola wants,ok,,,,,Jake Eberts,
17529,tt0065126,True Grit,ok,,,,,Hal B. Wallis,G
17539,tt0137386,Billy's Hollywood Screen Kiss,ok,,,,,Meredith Scott Lynn,
17566,tt0778631,Brave Story,ok,,,,,,
17571,tt1016024,Battle Planet,ok,,,,,,
17575,tt0157356,Only Clouds Move the Stars,ok,,,,,"Arve Figenschow, John M. Jacobsen",
17577,tt1147687,The Devil's Tomb,ok,,,,,,
17581,tt1160524,Naruto Shippuden the Movie: Bonds,ok,,,,,Mikihiko Fukazawa,
17582,tt1280566,Khamsa,ok,,,,,,
17584,tt0283952,Blue Hill Avenue,ok,,,,,,
17589,tt0119280,Mrs Brown,ok,,,,,Sarah Hoadly,
17592,tt0424565,The Wild Parrots of Telegraph Hill,ok,,,,,Judy Irving,
17593,tt1345734,Rough Cut,ok,,,,,Kim Ki-duk,
17595,tt0346800,Cowards Bend the Knee,ok,,,,,Philip Monk,
17599,tt0073113,The Hindenburg,ok,15000000,United States dollar,,,Robert Wise,PG
17600,tt0111252,Spanking the Monkey,ok,,,,,Dean Silvers,
17601,tt1577854,Munde U.K. De,ok,,,,,,
17602,tt1379667,Macheads,ok,,,,,,
17604,tt0059710,She,ok,,,,,Michael Carreras,
17605,tt1174047,Stella,ok,,,,,Bruno Berthémy,
17607,tt1156170,The Very Very Big Company,ok,,,,,,
17608,tt2339613,Rhys Darby Live - Imagine That!,ok,,,,,,
17609,tt0870984,Antichrist,ok,,,,,Meta Louise Foldager,
17612,tt0245238,Lost and Delirious,ok,,,,,Lorraine Richard,
17614,tt0334754,Yossi & Jagger,ok,,,,,Gal Uchovsky,
17618,tt1228933,Laid to Rest,ok,,,,,Bobbi Sue Luther,
17622,tt1097643,Fifty Dead Men Walking,ok,,,,,,
17626,tt0787052,Jonatan Spang: Ladies,ok,,,,,,
17627,tt1090646,City Rats,ok,,,,,,
17628,tt0428649,I Am a Sex Addict,ok,,,,,Caveh Zahedi,
17629,tt0119249,Hamilton,ok,38000000,Swedish krona,,,Hans Lönnerheden,
17630,tt1132608,Ugly Melanie,ok,,,,,"Fabrice Goldstein, Antoine Rein",
17631,tt1277728,Mid-August Lunch,ok,,,,,Matteo Garrone,
17635,tt0893401,Daylight Robbery,ok,,,,,,
17637,tt0048767,Untamed,ok,3560000,United States dollar,,,,
17638,tt1068282,Trial by Fire,ok,,,,,Lisa M. Hansen,
17639,tt0338434,Silent Night,ok,,,,,,
17640,tt0048216,It's Always Fair Weather,ok,,,,,Arthur Freed,
17642,tt0116859,The Leopard Son,ok,,,,,,
17644,tt0120598,Barney's Great Adventure,ok,,,,,Sheryl Leach,
17645,tt0037865,Leave Her to Heaven,ok,,,,,,
17651,tt0297389,Poster Boy,ok,,,,,"Dolly Hall, Herbert Ross",
17653,tt0106936,The Legend,ok,,,,,Jet Li,
17658,tt1258141,Someone I Loved,ok,,,,,Fabio Conversi,
17659,tt1179836,Legal Aid,ok,,,,,,
17660,tt0031235,Dodge City,ok,,,,,Hal B. Wallis,
17661,tt0036872,Going My Way,ok,,,,,Leo McCarey,
17663,tt0088727,Anne of Green Gables,ok,,,,,Ian McDougall,
17664,tt0052902,The Horse Soldiers,ok,,,,,"Martin Rackin, John Lee Mahin",
17665,tt0063599,The Shoes of the Fisherman,ok,,,,,George Englund,
17668,tt0344212,Ben Harper: Pleasure and Pain,ok,,,,,,
17671,tt0123073,Fleetwood Mac: The Dance,ok,,,,,,
17673,tt0168093,Neil Diamond: Greatest Hits Live,ok,,,,,,
17674,tt0500183,Roy Orbison and Friends: A Black and White Night,ok,,,,,,
17677,tt0052809,The Five Pennies,ok,,,,,Jack Rose,
17679,tt0432327,The Murder Room,ok,,,,,,
17681,tt0196931,Scooby-Doo! and the Witch's Ghost,ok,,,,,Davis Doi,
17682,tt0271410,CIA - America's Secret Warriors,ok,,,,,,
17684,tt0328955,Chouchou,ok,7460000,euro,22276396,euro,Christian Fechner,
17685,tt0060908,King of Hearts,ok,,,,,Philippe de Broca,
17687,tt0022286,The Public Enemy,ok,,,,,Darryl F. Zanuck,
17691,tt0057071,4 for Texas,ok,,,,,Robert Aldrich,
17693,tt1666821,A Light Sleep,ok,,,,,,
17695,tt1073499,John Pinette: I'm Starvin'!,ok,,,,,,
17696,tt0058529,Robin and the 7 Hoods,ok,,,,,Frank Sinatra,
17699,tt0270291,Coral Reef Adventure,ok,,,,,,
17700,tt0424942,Deep Sea 3D,ok,,,,,,
17701,tt0163639,IMAX: Galapagos 3D,ok,,,,,,
17703,tt0102794,Ring of Fire,ok,,,,,,
17704,tt0113676,The Living Sea,ok,,,,,,
17705,tt0105644,Tropical Rainforest,ok,,,,,,
17712,tt0887148,Lisa Lampanelli: Dirty Girl,ok,,,,,,
17720,tt0051565,Dunkirk,ok,400000,pound sterling,310000,United States dollar,Michael Balcon,
17725,tt0847830,Grow Your Own,ok,,,,,Carl Hunter,
17728,tt0800268,Wieners,ok,,,,,,
17729,tt0047030,The Glenn Miller Story,ok,,,,,Aaron Rosenberg,
17731,tt0245115,The Fluffer,ok,,,,,,
17734,tt0268690,Thirteen Conversations About One Thing,ok,,,,,,
17738,tt0993750,The Condor,ok,,,,,,
17740,tt1032819,Powder Blue,ok,,,,,Forest Whitaker,
17741,tt0426627,Stoned,ok,,,,,,
17744,tt0058962,The Bedford Incident,ok,,,,,Richard Widmark,
17745,tt0109369,Camp Nowhere,ok,,,,,Michael Peyser,
17761,tt0047086,The High and the Mighty,ok,,,,,"Robert Fellows, John Wayne",
17762,tt1298760,Geisha Assassin,ok,,,,,,
17764,tt1308664,The Scratch,ok,,,,,,
17767,tt0301686,One Night with Robbie Williams,ok,,,,,,
17768,tt0060438,A Funny Thing Happened on the Way to the Forum,ok,2000000,United States dollar,,,Melvin Frank,
17772,tt1189008,The Silent Army,ok,,,,,,
17773,tt1350917,Crazy Girls Undercover,ok,,,,,,
17775,tt1113827,Toronto Stories,ok,,,,,,
17778,tt0923985,We Are the Strange,ok,,,,,,
17780,tt1235075,A Kind of America 2,ok,,,,,,
17790,tt0092298,Zone Troopers,ok,,,,,,
17792,tt0102585,Omen IV: The Awakening,ok,,,,,,
17795,tt0117119,My Fellow Americans,ok,,,,,Jon Peters,
17801,tt0032701,The Letter,ok,,,,,Hal B. Wallis,
17803,tt0106188,12:01,ok,,,,,,
17804,tt0040679,The Paleface,ok,,,,,,
17805,tt0481932,Alien Tracker,ok,,,,,,
17806,tt0196723,Forever Lulu,ok,,,,,Boaz Davidson,
17808,tt1055300,Painted Skin,ok,,,,,Gordon Chan,
17810,tt0068816,Lone Wolf and Cub: Baby Cart at the River Styx,ok,,,,,Shintarō Katsu,
17811,tt0106937,The Legend II,ok,,,,,Jet Li,
17812,tt0493463,El cártel,ok,,,,,,
17814,tt0074156,Assault on Precinct 13,ok,100000,United States dollar,,,,R
17818,tt0038048,San Antonio,ok,,,,,Robert Buckner,
17819,tt0097500,Her Alibi,ok,,,,,Keith Barish,
17820,tt0044030,Show Boat,ok,,,,,"Roger Edens, Arthur Freed",
17821,tt0115985,Crossworlds,ok,,,,,,
17824,tt0089839,Private Resort,ok,,,,,,
17825,tt0386695,The 11 Commandments,ok,,,,,,
17829,tt0040820,A Song Is Born,ok,,,,,Samuel Goldwyn,
17830,tt0272880,TEKKEN: The Motion Picture,ok,,,,,,
17831,tt0027075,A Tale of Two Cities,ok,,,,,David O. Selznick,
17834,tt0120133,A Simple Wish,ok,,,,,"Bill Sheinberg, Jonathan Sheinberg, Sid Sheinberg",
17835,tt0090163,Threads,ok,400000,pound sterling,,,Mick Jackson,
17836,tt0033226,Virginia City,ok,,,,,Hal B. Wallis,
17845,tt0926762,Loft,ok,,,,,,
17868,tt0488664,U2: Vertigo 2005 - Live from Chicago,ok,,,,,,
17870,tt0206636,Chris Rock: Bigger & Blacker,ok,,,,,Prince Paul,
17871,tt0405832,Chris Rock: Never Scared,ok,,,,,,
17874,tt0077834,Laserblast,ok,,,322291,United States dollar,Charles Band,PG
17875,tt0067197,The Hellstrom Chronicle,ok,,,,,David L. Wolper,
17885,tt0029864,The Amazing Dr. Clitterhouse,ok,,,,,"Gilbert Miller, Anatole Litvak",
17886,tt1146320,Mutants,ok,,,,,"Thomas Verhaeghe, Alain Benguigui",
17888,tt0479651,Dasavatharam,ok,,,,,Viswanathan Ravichandran,
17889,tt0037514,Anchors Aweigh,ok,,,,,Joe Pasternak,
17892,tt1189004,Radeloos,ok,,,,,,
17893,tt1206285,Camino,ok,,,,,Jaume Roures,
17895,tt0085991,Antarctica,ok,,,75401700,United States dollar,"Masaru Kakutani, Jūichi Tanaka",
17897,tt0071569,The Golden Voyage of Sinbad,ok,1000000,United States dollar,5500000,United States dollar,"Ray Harryhausen, Charles H. Schneer",G
17899,tt0822833,"Sex, Party and Lies",ok,,,,,Gerardo Herrero,
17901,tt0486544,Albert Fish: In Sin He Found Salvation,ok,,,,,John Borowski,
17902,tt0480854,Stormforce,ok,,,,,,
17903,tt1155053,A Frozen Flower,ok,,,,,,
17905,tt0061882,Branded to Kill,ok,,,,,Takiko Mizunoe,
17906,tt0246592,Dummy,ok,,,,,,
17907,tt0026912,The Raven,ok,,,,,David Diamond,
17909,tt0076276,Who's Singin' Over There?,ok,180000,Deutsche Mark,,,Milan Žmukić,
17910,tt1268208,Gnaw,ok,,,,,,
17912,tt0107065,Gypsy,ok,,,,,"Neil Meron, Craig Zadan",
17913,tt0181080,Three Tickets to Hollywood,ok,,,,,,
17914,tt0220016,Safe Sex,ok,,,,,,
17915,tt0120576,Dance with Me,ok,,,,,Randa Haines,
17916,tt0124158,Elton John: Tantrums & Tiaras,ok,,,,,,
17918,tt0084745,Swamp Thing,ok,2500000,United States dollar,,,"Benjamin Melniker, Michael Uslan",PG
17921,tt0059792,Planet of the Vampires,ok,200000,United States dollar,90000000,Italian lira,Fulvio Lucisano,
17922,tt0086148,Golgo 13: The Professional,ok,,,,,,
17923,tt0085918,Mausoleum,ok,,,,,,R
17925,tt0871512,Disengagement,ok,,,,,,
17927,tt1083456,Fired Up!,ok,,,,,Paddy Cullen,
17933,tt2635846,Primary Love,ok,,,,,,
17935,tt1242457,Iron & Blood: The Legend of Taras Bulba,ok,,,,,,
17938,tt0053250,The Silent Star,ok,,,,,Hans Mahlich,
17940,tt0470023,Android Apocalypse,ok,,,,,,
17952,tt0426615,In The Mix,ok,,,,,,
17954,tt0479948,Living & Dying,ok,,,,,,
17955,tt1499434,"He Said, She Said",ok,,,,,,
17958,tt0189524,Finn & Jacob: ... På vejen igen,ok,,,,,,
17959,tt1363140,Black Balls,ok,,,,,,
17960,tt0430224,Hell,ok,,,,,Marion Hänsel,
17962,tt0165078,After Life,ok,,,801985,United States dollar,,
17963,tt0342965,Gone Nutty,ok,,,,,Chris Wedge,
17964,tt0120253,"Svensson, Svensson - The Movie",ok,,,,,,
17965,tt0066740,The Abominable Dr. Phibes,ok,,,,,"Louis M. Heyward, James H. Nicholson, Samuel Z. Arkoff",
17966,tt0022403,Smart Money,ok,,,,,Alfred Edward Green,
17968,tt0403483,De Scheepsjongens van Bontekoe,ok,,,,,Klaas de Jong,
17971,tt0081159,Midnight Madness,ok,,,2900000,United States dollar,Ron W. Miller,
17974,tt0062271,"The Birds, the Bees and the Italians",ok,,,,,Pietro Germi,
17978,tt0065797,The Great White Hope,ok,,,,,Lawrence Turman,
17983,tt1515837,Jonatan Spang's Family,ok,,,,,,
17984,tt0054594,The Absent-Minded Professor,ok,,,,,Walt Disney,G
17985,tt0161292,Bleeder,ok,,,,,"Henrik Danstrup Holst, Nicolas Winding Refn",
17988,tt0036947,The Most Beautiful,ok,,,,,,
17990,tt0102103,Impromptu,ok,,,,,,
